cellName,coverage_bool_vcf,depth_vcf,coverage_bool_gvcf,depth_gvcf
N16_B003771,1,156,1,156
N16_B003920,1,"['94', '126', '30']",1,"['94', '126', '30']"
N16_B003930,1,"['404', '570', '689', '601', '856', '1017', '930', '984', '941']",1,"['404', '570', '689', '601', '856', '1017', '930', '984', '941']"
N17_1001000407,1,"['183', '298', '298', '334', '338', '347', '311']",1,"['294', '635', '713', '604', '591', '36']"
N17_B000422,1,"['5', '198', '153', '205', '33']",1,"['5', '198', '153', '205', '33']"
N17_B001007,0,0,0,0
N17_B001558,1,['1445'],1,['1445']
N17_B002073,0,0,0,0
N17_B002097,1,['73'],1,['73']
N17_B003067,1,"['2', '2']",1,"['2', '2']"
N17_B003105,1,"['1324', '1382', '1268', '974', '1134', '1309']",1,"['1324', '1382', '1268', '974', '1134', '1309']"
N17_B003518,1,"['616', '657', '646', '729']",1,"['593', '657', '646', '695']"
N17_B003643,0,0,0,0
N17_B003658,1,"['7', '1550', '1541', '1671', '1726', '1535', '1383']",1,"['7', '1550', '1541', '1671', '1726', '1535', '1383']"
N17_B003771,1,"['76', '110', '179', '148', '194', '133', '143']",1,"['76', '110', '179', '148', '194', '133', '143']"
N17_B003775,1,"['334', '379', '278']",1,"['334', '380', '278']"
N17_B003920,1,"['246', '341']",1,"['246', '341']"
N17_B003995,1,"['3', '615', '366', '366', '619', '914', '914', '914', '83', '56']",1,"['3', '615', '366', '366', '619', '914', '914', '914', '83', '56']"
N18_1001000339,1,"['5', '40', '33']",1,"['5', '40', '33']"
N18_1001000407,1,"['132', '261', '257', '233']",1,"['499', '566', '473', '486']"
N18_1001000412,1,"['385', '427', '520', '423']",1,"['785', '837', '1023', '832', '761']"
N18_B001008,1,"['2', '63', '120', '169']",1,"['2', '63', '120', '169']"
N18_B001010,1,"['6', '850', '1526', '1723', '1910', '1918', '2036', '1918', '1919', '1919', '1920', '1919', '1920', '1919', '1919', '1918', '1916', '1614', '1651', '1655', '1383']",1,"['6', '850', '1526', '1723', '1910', '1918', '2036', '1918', '1919', '1919', '1920', '1919', '1920', '1919', '1919', '1918', '1916', '1614', '1651', '1655', '1383']"
N18_B002073,1,208,1,208
N18_B002074,1,"['96', '177', '190', '306']",1,"['96', '179', '190', '306']"
N18_B002077,1,"['606', '704', '95']",1,"['606', '704', '95']"
N18_B002079,1,56,1,56
N18_B002090,1,"['327', '397', '404', '693']",1,"['327', '397', '383', '694']"
N18_B003071,1,"['371', '424', '425']",1,"['371', '424', '425']"
N18_B003112,1,['793'],1,['750']
N18_B003119,1,"['68', '208', '234', '295', '175', '208', '226']",1,"['69', '208', '234', '295']"
N18_B003522,1,"['793', '800', '919', '760', '879', '801']",1,"['793', '800', '919', '760', '878', '810']"
N18_B003529,1,"['32', '50', '63', '50', '50', '43', '46', '97']",1,"['32', '46', '63', '50', '50', '43', '46', '97']"
N18_B003658,1,"['89', '71', '113', '129']",1,"['89', '69', '113', '129']"
N18_B003771,1,"['100', '100']",1,"['100', '100']"
N18_B003775,1,"['1338', '1247', '1392', '1519', '1519', '1011', '1133']",1,"['653', '1337', '1197', '1392', '1422', '1010', '1132']"
N18_B003776,1,"['306', '236', '297', '307', '342', '601', '653', '435']",1,"['306', '236', '297', '307', '342', '601', '649', '434']"
N18_B003894,1,['31'],1,['31']
N18_B003930,1,"['258', '328', '525', '743', '534', '564', '623']",1,"['258', '328', '525', '743', '534', '564', '623']"
N19_B000422,1,"['321', '431', '431', '431', '460', '398', '427', '428', '100']",1,"['321', '431', '431', '431', '460', '398', '427', '428', '100']"
N19_B002073,0,0,0,0
N19_B002079,1,"['9', '777', '886']",1,"['9', '777', '886']"
N19_B003103,1,"['1', '250', '403', '470', '339', '210', '98', '54', '36', '24']",1,"['1', '250', '403', '470', '339', '210', '98', '54', '36', '24']"
N19_B003105,1,"['7', '19', '1471', '1409', '1656', '1145', '1240']",1,"['7', '19', '1471', '1409', '1656', '1145', '1240']"
N19_B003116,1,"['133', '309', '392', '391', '391', '428', '459', '317', '262']",1,"['132', '309', '393', '392', '392', '428', '459', '315', '262']"
N19_B003120,1,"['415', '458', '454', '621', '596', '580', '615', '615', '615', '615', '615']",1,"['416', '459', '455', '621', '586', '580', '551', '551', '551', '551', '551']"
N19_B003643,1,36,1,36
N19_B003776,1,"['1131', '1204', '1416', '1747', '1745', '1479', '1138']",1,"['1039', '1198', '1409', '1624', '1537', '1538', '1745', '1482', '1138']"
N19_B003894,1,"['40', '238', '425', '361', '274', '334', '334']",1,"['40', '238', '425', '361', '274', '334', '334']"
N1_1001000411,1,"['809', '787', '809', '839', '921', '755', '737', '686']",1,"['1408', '4', '1495', '1569', '1614', '1418', '1291', '1119']"
N1_B001464,1,"['334', '239', '317', '347', '346', '411', '207', '453', '441', '439', '444', '443']",1,"['334', '226', '301', '347', '346', '411', '207', '453', '441', '439', '444', '443']"
N1_B001470,1,"['18', '55', '94', '94', '156', '62']",1,"['18', '55', '94', '94', '156', '62']"
N1_B001557,1,"['58', '146', '1002', '1144', '1159', '953', '1117', '1157']",1,"['58', '146', '1002', '1144', '1159', '953', '1117', '1157']"
N1_B001558,1,['207'],1,['198']
N1_B002573,1,"['74', '48']",1,"['74', '48']"
N1_B003115,1,"['41', '125', '107']",1,"['41', '125', '107']"
N1_B003125,1,50,1,50
N1_B003191,1,"['110', '106', '117', '59', '83', '6']",1,"['110', '106', '117', '59', '83', '6']"
N1_B003656,1,"['2307', '2184', '2184', '2413', '2415', '2541', '2767', '2444', '2175']",1,"['2305', '1982', '1982', '2213', '2408', '2547', '2643', '2605', '2448', '2224']"
N1_B003995,0,0,0,0
N20_1001000407,1,"['295', '357', '267']",1,"['634', '690', '652', '652', '652', '652', '718', '551']"
N20_1001000412,1,"['246', '293', '331', '328', '277', '260']",1,"['507', '603', '692', '643', '543', '521', '34']"
N20_B002079,1,['300'],1,['300']
N20_B003067,1,"['297', '291']",1,"['297', '291']"
N20_B003103,1,"['520', '1077', '4', '1219', '1526', '1655', '1655', '1379', '1412']",1,"['520', '1077', '4', '1219', '1526', '1655', '1655', '1379', '1412']"
N20_B003112,1,"['2', '625', '735', '2', '968', '968', '1004']",1,"['626', '720', '2', '1', '890', '890']"
N20_B003119,1,"['29', '29', '26', '24']",1,"['29', '29', '26', '24']"
N20_B003518,1,"['1863', '1776', '2030', '2265', '1808', '1749', '1506']",1,"['1856', '2025', '2264', '1808', '1750', '1501']"
N20_B003527,1,"['1792', '2001', '2305', '2236', '2039', '1834']",1,"['1799', '3', '3', '3', '2', '1996', '2301', '2041', '1833']"
N20_B003529,1,"['38', '241', '1185', '1162', '918', '1114', '1114', '1114', '1114', '1114', '1114', '1115', '1155', '152', '82', '32', '27']",1,"['1163', '1162', '1510', '1521', '922', '1080', '1080', '1080', '1080', '1080', '1080', '1081', '1150', '151', '82', '32', '27']"
N20_B003658,1,"['109', '140', '644']",1,"['109', '140']"
N20_B003930,1,"['112', '587', '571', '499', '752', '667']",1,"['112', '587', '571', '499', '752', '667']"
N20_B003995,1,"['460', '474', '474', '474', '474', '474', '474', '474', '474', '484']",1,"['460', '474', '474', '474', '474', '474', '474', '474', '474', '484']"
N21_1001000407,1,"['140', '254', '249']",1,"['514', '493']"
N21_1001000408,1,"['9', '244', '519', '658', '629', '655', '532', '515']",1,"['449', '1013', '1246', '1115', '1115', '1182', '1058', '1015', '932']"
N21_1001000412,1,"['355', '1025', '1096', '1275', '1250', '1161', '1161', '1261', '1217', '973', '870']",1,"['1672', '4', '1856', '2143', '1927', '1783', '1783', '1851', '1507', '1958', '1785', '1352', '71']"
N21_B000422,1,207,1,207
N21_B001558,1,"['211', '215']",1,"['211', '215']"
N21_B002073,1,"['61', '191']",1,"['61', '191']"
N21_B002097,1,"['53', '49']",1,"['53', '49']"
N21_B003103,1,"['260', '578', '17', '3', '1534', '1644', '1516', '1324', '1076']",1,"['260', '578', '17', '3', '1534', '1644', '1516', '1324', '1076']"
N21_B003120,0,0,0,0
N21_B003522,1,"['28', '56', '55', '46', '73', '30', '42']",1,"['28', '56', '55', '46', '73', '30', '42']"
N21_B003527,1,"['1037', '1165', '1267', '1326', '1193', '1110']",1,"['1038', '1166', '1275', '1331', '1198', '1113']"
N21_B003646,1,['5'],1,['5']
N21_B003771,1,"['50', '52']",1,"['50', '52']"
N21_B003777,1,"['168', '539', '1135', '1292', '1409', '1312', '1146', '1164']",1,"['173', '498', '1136', '1289', '1408', '1396', '1145', '1143']"
N21_B003920,1,"['256', '239', '272']",1,"['256', '231', '264']"
N21_B003995,1,63,1,63
N22_1001000339,1,"['5', '29', '23']",1,"['5', '29', '23']"
N22_1001000407,1,"['364', '603', '830', '716', '718']",1,"['649', '1209', '1396', '1571', '1140', '83']"
N22_B000422,1,90,1,90
N22_B002077,1,"['21', '857', '1125', '1125']",1,"['21', '857', '1125', '1125']"
N22_B002079,1,"['4', '157']",1,"['4', '157']"
N22_B002097,1,5,1,5
N22_B003103,1,"['295', '248', '486', '455', '454', '474']",1,"['295', '248', '486', '455', '454', '474']"
N22_B003105,0,0,0,0
N22_B003125,1,"['5', '23', '19', '9']",1,"['5', '23', '19', '9']"
N22_B003132,1,"['25', '87', '161', '193', '200']",1,"['25', '87', '161', '193', '200']"
N22_B003518,1,"['561', '567', '693', '574']",1,"['561', '567', '693', '574']"
N22_B003527,1,"['991', '2', '1081', '1295', '1316', '1316', '1316', '1317', '1316', '1402', '1035', '1101', '1243', '984']",1,"['991', '961', '1297', '1223', '1223', '1223', '1225', '1223', '1310', '1035', '1100', '1247', '988']"
N22_B003529,1,"['23', '33', '30', '55', '60', '82', '52', '27', '40']",1,"['23', '33', '30', '55', '60', '82', '52', '27', '40']"
N22_B003771,1,['652'],1,['652']
N22_B003775,1,"['1033', '1217', '1358', '1008', '1088']",1,"['1031', '1091', '1357', '1009', '1088']"
N22_B003894,0,0,0,0
N2_1001000408,1,"['145', '354', '338', '290']",1,"['228', '619', '704', '715', '668', '593']"
N2_B000863,1,"['553', '536', '476']",1,"['553', '535', '433']"
N2_B001007,0,0,0,0
N2_B002571,1,"['1224', '1451', '1673', '1333', '979']",1,"['1227', '1451', '1578', '1332', '979', '1072']"
N2_B003125,0,0,0,0
N2_B003129,1,"['11', '32']",1,"['11', '32']"
N2_B003132,1,"['57', '74', '126', '142', '192', '116']",1,"['57', '74', '126', '142', '192', '116']"
N2_B003187,1,"['86', '525', '860', '1067', '1067', '1067']",1,"['522', '859', '1020', '1020', '1020']"
N2_B003659,1,377,1,377
N2_B003995,0,0,0,0
N3_1001000408,1,"['758', '828', '941', '850', '817', '761']",1,"['1406', '1543', '1691', '1497', '1404', '1182']"
N3_B000861,1,"['456', '777']",1,"['459', '739', '902']"
N3_B001470,1,"['20', '55', '90', '122']",1,"['20', '55', '90', '122']"
N3_B001474,1,"['90', '66', '69', '69', '36']",1,"['90', '66', '69', '69', '36']"
N3_B001551,0,0,0,0
N3_B002571,1,"['25', '24', '51']",1,"['25', '24', '51']"
N3_B002573,1,"['214', '233', '194', '200', '200']",1,"['200', '233', '194', '200', '200']"
N3_B003125,0,0,0,0
N3_B003126,1,"['118', '448', '621', '587']",1,"['117', '448', '620', '587']"
N3_B003132,1,"['959', '1192']",1,"['958', '1192']"
N3_B003648,1,"['1407', '1517', '1463', '1463', '1463', '1463']",1,"['1408', '1352', '1381', '1381', '1382']"
N3_B003659,1,"['962', '1521', '1215', '123']",1,"['963', '1215', '124']"
N4_B000863,1,"['1032', '1243', '1095', '1228', '1285']",1,"['1034', '1240', '1097', '1228', '1286']"
N4_B001007,0,0,0,0
N4_B001464,1,"['26', '887', '2', '2', '939', '1132', '838', '970', '1037']",1,"['18', '888', '2', '2', '940', '1132', '842', '975', '1039']"
N4_B001470,1,"['284', '895', '908']",1,"['287', '895', '908']"
N4_B001475,1,"['52', '4', '251', '212']",1,"['52', '4', '251', '212']"
N4_B001551,0,0,0,0
N4_B001557,1,"['89', '91']",1,"['89', '91']"
N4_B001558,1,"['4', '13', '16', '16']",1,"['4', '13', '16', '16']"
N4_B003129,1,"['91', '113', '153', '119', '119', '165']",1,"['91', '113', '153', '119', '119', '166']"
N4_B003187,1,"['143', '423', '423', '277', '209', '227', '246', '235']",1,"['143', '422', '422', '276', '207', '227', '246', '235']"
N4_B003648,1,"['41', '38']",1,"['41', '38']"
N5_1001000407,1,"['106', '163', '172', '223', '215', '137', '138']",1,"['155', '329', '5', '5', '1', '326', '388', '462', '462', '447', '393', '315', '305']"
N5_B001475,1,"['93', '147', '392', '482', '642']",1,"['93', '147', '392', '478', '644']"
N5_B001545,1,2,1,2
N5_B003125,1,"['79', '122', '233', '363', '257']",1,"['79', '122', '228', '363', '257']"
N5_B003129,1,"['236', '315', '211', '256', '168']",1,"['236', '315', '210', '168']"
N5_B003132,0,0,0,0
N5_B003187,0,0,0,0
N5_B003648,1,['112'],1,['115']
N5_B003995,1,"['590', '496', '549', '520', '520', '520', '520', '520', '520', '520']",1,"['590', '496', '549', '520', '520', '520', '520', '520', '520', '520']"
N6_1001000411,1,"['489', '609', '523', '577', '42']",1,"['899', '946', '1164', '921', '1005', '962', '956', '57']"
N6_1001000412,1,"['189', '390', '453', '385', '366']",1,"['792', '798', '875', '860', '805', '695']"
N6_B001007,0,0,0,0
N6_B001470,1,"['60', '78', '86', '224', '386']",1,"['60', '78', '86', '224', '386']"
N6_B001475,1,"['66', '148', '159']",1,"['66', '148', '159']"
N6_B001554,0,0,0,0
N6_B001558,1,"['377', '341', '301']",1,"['377', '341', '301']"
N6_B002573,1,"['66', '146', '110', '108']",1,"['66', '146', '110', '108']"
N6_B003129,1,"['16', '130', '130', '130', '130', '55', '189', '166']",1,"['16', '130', '130', '130', '130', '55', '189', '166']"
N6_B003132,1,"['124', '227', '233', '243', '213', '191']",1,"['124', '227', '233', '243', '213', '191']"
N6_B003187,1,"['26', '26', '480', '449']",1,"['26', '26', '480', '449']"
N6_B003191,1,"['16', '102', '121', '139', '175', '136']",1,"['16', '102', '121', '139', '175', '136']"
N6_B003648,1,"['1348', '1450', '1727', '1841', '1728', '1727', '1727', '1728', '1497']",1,"['1350', '1448', '1655', '1770', '1655', '1655', '1655', '1655', '1499']"
N6_B003658,1,['8'],1,['8']
N6_B003659,1,"['289', '287', '314']",1,"['289', '242', '314']"
N7_1001000407,1,"['372', '435', '409', '341', '389']",1,"['733', '891', '784', '690']"
N7_1001000408,1,"['147', '330', '333', '372']",1,"['252', '717', '681', '633', '652']"
N7_1001000411,1,"['716', '823', '921', '827', '766']",1,"['1296', '1558', '1687', '1623', '1518', '1518', '1518', '1518', '1518', '1518', '1518', '1518', '1518', '1489', '1369']"
N7_B000862,1,"['945', '10', '1217', '1209', '1294']",1,"['946', '9', '1176', '1168', '1220']"
N7_B001558,1,"['80', '170', '137']",1,"['80', '170', '137']"
N7_B002572,1,"['752', '718', '620', '673', '526', '526', '526', '613']",1,"['692', '718', '619', '674', '500', '500', '500', '587']"
N7_B002573,1,"['464', '510', '684', '447']",1,"['464', '510', '664', '447']"
N7_B003067,1,"['253', '204', '184']",1,"['253', '204', '184']"
N7_B003071,1,"['1040', '1092', '1257', '1199', '1193', '1141', '1051']",1,"['1039', '1093', '1257', '1201', '1192', '1142', '1052']"
N7_B003115,1,54,1,54
N7_B003191,1,"['356', '279', '344', '326', '221']",1,"['331', '279', '344', '324', '222']"
N7_B003527,0,0,0,0
N7_B003577,1,"['21', '80', '84', '111']",1,"['21', '80', '84', '111']"
N8_1001000407,1,"['525', '545', '663', '510', '493', '480']",1,"['992', '3', '1059', '1208', '941', '893', '845']"
N8_1001000409,1,"['344', '686', '777', '896', '781', '746', '716']",1,"['564', '1264', '1534', '1789', '1529', '1529', '1619', '1529', '1530', '1261', '1436', '1279', '1136']"
N8_1001000412,1,"['504', '634', '537']",1,"['900', '5', '1107', '1225', '1332', '962']"
N8_B001548,1,"['121', '240', '323', '2', '401', '436', '411', '652']",1,"['121', '240', '323', '2', '401', '436', '411', '652']"
N8_B001556,1,"['36', '79', '118', '134', '131', '139', '139', '135', '287']",1,"['36', '79', '118', '131', '131', '139', '139', '135', '287']"
N8_B002571,1,"['158', '541', '482', '339', '271', '435', '431', '518', '373', '301']",1,"['158', '541', '482', '256', '256', '435', '431', '518', '373', '301']"
N8_B002572,1,"['293', '343', '343', '343', '375', '343', '271', '344', '330', '250']",1,"['293', '302', '302', '302', '334', '343', '271', '345', '331', '251']"
N8_B002573,1,"['5', '14', '14', '38']",1,"['5', '14', '14', '38']"
N8_B003067,1,"['1014', '1119', '1293', '1359', '1487', '997', '1049']",1,"['1014', '1120', '1291', '1292', '1418', '997', '1004']"
N8_B003125,1,"['823', '850']",1,"['822', '850']"
N8_B003126,1,"['642', '713', '710', '713', '701', '654', '548']",1,"['642', '713', '710', '713', '702', '654', '549']"
N8_B003129,1,"['45', '9']",1,"['45', '9']"
N8_B003191,1,"['216', '445', '339', '401', '494', '269', '379', '379', '554']",1,"['216', '445', '320', '401', '494', '269', '380', '380', '553']"
N8_B003518,1,"['1575', '1631', '1881', '1948', '1948', '1959', '1561', '1787', '1517', '96']",1,"['1576', '1630', '1881', '1816', '1816', '1827', '1561', '1705', '1513', '95']"
N8_B003648,1,['326'],1,['285']
N9_1001000340,0,0,0,0
N9_1001000408,1,"['346', '363', '417', '353']",1,"['311', '780', '788', '901', '733', '629']"
N9_1001000412,1,"['361', '502', '413', '418']",1,"['819', '881', '1072', '889', '829', '791', '52']"
N9_B000862,1,['44'],1,['44']
N9_B001007,0,0,0,0
N9_B001460,1,['239'],1,['239']
N9_B001474,1,"['303', '278', '292', '329', '189']",1,"['303', '278', '292', '329', '189']"
N9_B001475,1,"['153', '148', '64', '86']",1,"['153', '148', '64', '86']"
N9_B001543,1,"['19', '14', '28', '21']",1,"['19', '14', '28', '21']"
N9_B001545,1,"['222', '350', '315', '219']",1,"['222', '350', '315', '219']"
N9_B001548,1,"['32', '99', '107', '83', '74', '96', '96']",1,"['32', '99', '107', '83', '74', '96', '96']"
N9_B001551,1,"['37', '42', '114', '78', '79', '125']",1,"['37', '42', '114', '78', '79', '125']"
N9_B001554,0,0,0,0
N9_B003529,1,"['1224', '1229', '1524', '1565', '1565', '1565', '1565', '1568', '1568', '1568', '1210', '1135']",1,"['1221', '1231', '1524', '1480', '1480', '1480', '1480', '1482', '1482', '1482', '1211', '1137']"
O10_B000894,1,"['873', '1123', '1445', '1592', '1516', '1569', '1472', '1529', '985', '912']",1,"['872', '1129', '1448', '1592', '1458', '986', '914']"
O10_B001470,1,"['373', '857', '932', '1118', '1266', '1535', '1242', '1077']",1,"['374', '855', '904', '1118', '1259', '1533', '1243', '1079']"
O10_B001474,1,"['52', '45', '26', '61', '88', '110', '113']",1,"['52', '45', '26', '61', '88', '110', '113']"
O10_B001548,1,"['210', '282', '299', '354', '295', '417', '434']",1,"['210', '282', '299', '354', '295', '417', '434']"
O10_B003115,0,0,0,0
O10_B003528,1,"['98', '333', '561', '854', '882', '882', '882', '882', '948', '581', '736']",1,"['100', '541', '854', '825', '825', '825', '825', '891', '570', '725']"
O10_B003588,1,"['485', '591', '836', '972', '1049', '954', '871', '829']",1,"['448', '591', '837', '973', '1050', '812', '827', '772']"
O11_1001000407,1,"['290', '294', '326', '325', '330', '296']",1,"['604', '638', '673', '623', '603', '554']"
O11_B001007,1,"['12', '12', '12', '12', '2', '2', '2', '2', '2', '2']",1,"['12', '12', '12', '12', '2', '2', '2', '2', '2', '2']"
O11_B001475,1,"['78', '4', '4', '62', '117', '127']",1,"['78', '4', '4', '62', '117', '127']"
O11_B001545,1,['69'],1,['69']
O11_B001554,0,0,0,0
O11_B002077,1,"['562', '809', '1041', '836', '950', '1023']",1,"['562', '809', '1041', '836', '950', '1023']"
O11_B003093,1,"['407', '447', '579']",1,"['407', '447', '580']"
O11_B003115,1,"['43', '109', '102', '123']",1,"['43', '109', '102', '123']"
O11_B003518,1,"['825', '734', '814', '966', '901', '922', '790']",1,"['825', '702', '814', '966', '902', '921', '790']"
O11_B003522,1,"['796', '796', '1005', '837', '910', '1107', '1107', '1107', '795', '840']",1,"['752', '752', '962', '838', '911', '1022', '1022', '1022', '795', '837']"
O11_B003577,1,"['253', '1', '656', '767', '629', '714', '53']",1,"['252', '1', '1', '655', '765', '631', '714', '53']"
O12_B000862,1,"['315', '333', '652', '1041', '1350', '1445']",1,"['625', '971', '1348', '1437']"
O12_B001010,1,"['709', '756']",1,"['709', '756']"
O12_B003116,1,['2'],1,"['2', '1']"
O12_B003120,1,"['188', '186', '156']",1,"['188', '186', '156']"
O12_B003518,1,"['921', '984', '1097', '812', '965', '936']",1,"['864', '985', '1098', '814', '968', '935']"
O12_B003522,1,"['413', '353', '350', '350', '410', '506', '314']",1,"['403', '316', '313', '313', '398', '506', '314']"
O12_B003527,1,"['878', '1032', '1066', '1092', '1092', '1092', '1092', '1092', '1092', '1093', '1092', '1092', '1093', '1092', '902', '927', '904', '75']",1,"['878', '967', '1063', '1017', '1017', '1017', '1017', '1017', '1017', '1018', '1017', '1017', '1018', '1017', '904', '875', '900', '75']"
O12_B003588,1,"['93', '102', '128', '201']",1,"['93', '102', '128', '201']"
O12_B003648,1,['5'],1,['5']
O12_B003775,1,"['115', '124', '78', '233', '189', '123', '122']",1,"['115', '124', '78', '233', '189', '123', '122']"
O12_B003894,1,"['19', '37']",1,"['19', '37']"
O13_1001000339,1,"['5', '58', '52', '60']",1,"['5', '58', '52', '60']"
O13_1001000407,1,"['144', '247', '314', '363', '231']",1,"['512', '1', '630', '673', '494', '457', '573']"
O13_1001000408,1,"['347', '317', '435', '375']",1,"['700', '638', '748', '918', '735']"
O13_1001000412,1,"['166', '243', '381', '2', '462', '463', '463', '463', '463', '463', '463', '463', '463', '463', '490', '463', '465', '463', '490', '394', '357', '492']",1,"['279', '284', '284', '414', '3', '771', '915', '762', '762', '781']"
O13_B000422,1,"['16', '100']",1,"['16', '100']"
O13_B003067,1,"['1290', '1533', '1734', '2064', '1877', '1705', '1494']",1,"['1283', '1536', '1737', '2063', '1877', '1704', '1496']"
O13_B003105,1,"['801', '4', '2', '844', '1042', '1083', '1084', '1085', '954', '948', '948', '713', '866', '921', '52']",1,"['801', '4', '2', '844', '1042', '1083', '1084', '1085', '954', '948', '948', '713', '866', '921', '52']"
O13_B003112,1,"['1134', '14', '1365', '1558', '1660', '1176', '202', '151', '130', '122']",1,"['1131', '14', '1366', '1141', '1545', '1141', '1447', '1178', '203', '151', '130', '122']"
O13_B003120,1,89,1,89
O13_B003522,1,"['251', '266', '209', '177']",1,"['251', '266', '209', '177']"
O13_B003527,1,"['1048', '1315', '1522', '1356', '1328', '1080', '1079', '77']",1,"['1049', '1318', '1506', '1356', '1327', '1083', '1082', '78']"
O13_B003894,1,"['395', '50', '50', '50', '573', '658', '772', '839']",1,"['383', '50', '50', '50', '576', '680', '768', '835']"
O13_B003920,1,"['16', '59', '88', '107', '106', '130', '157']",1,"['16', '59', '87', '107', '106', '130', '157']"
O13_B003930,1,"['254', '455', '1063', '1075', '1075', '1374']",1,"['254', '455', '1063', '1075', '1075', '1374']"
O14_1001000340,1,"['25', '77', '122', '122', '127', '145', '134']",1,"['25', '74', '122', '122', '127', '145', '134']"
O14_1001000407,1,"['180', '474', '417', '417', '417', '417', '417', '436', '373', '412']",1,"['754', '4', '825', '930', '841', '841', '841', '841', '841', '881', '790', '743']"
O14_1001000411,1,"['240', '249', '194', '215', '232']",1,"['217', '470', '478', '514', '396', '440']"
O14_B000420,1,"['1271', '1488']",1,"['1269', '1', '1408']"
O14_B000422,1,['37'],1,['37']
O14_B001010,1,"['867', '1191', '2115', '2344', '2567', '2340', '2257']",1,"['867', '1191', '2115', '2344', '2567', '2340', '2257']"
O14_B001557,1,"['423', '522', '486']",1,"['423', '522', '486']"
O14_B002073,1,"['608', '608', '631', '578']",1,"['558', '558', '581', '578']"
O14_B002077,1,"['454', '454', '454', '454', '454', '454', '454', '454']",1,"['454', '454', '454', '454', '454', '454', '454', '454']"
O14_B002097,1,60,1,60
O14_B003103,1,"['929', '2', '2', '2', '2', '1778', '1912', '2514', '2802', '2858', '2659', '2659', '2659', '2659', '2659', '2659', '2659', '2659', '2659', '2659', '2659', '2659', '2659', '2786', '2341', '2231', '1861']",1,"['929', '2', '2', '2', '2', '1778', '1912', '2514', '2802', '2858', '2659', '2659', '2659', '2659', '2659', '2659', '2659', '2659', '2659', '2659', '2659', '2659', '2659', '2786', '2341', '2231', '1861']"
O14_B003116,1,"['61', '85', '87', '101']",1,"['61', '85', '87', '101']"
O14_B003120,1,['87'],1,['87']
O14_B003126,1,"['218', '391', '430', '876', '916', '672', '620', '647']",1,"['220', '391', '427', '876', '916', '620', '614']"
O14_B003129,1,"['185', '192', '161', '37', '144']",1,"['185', '192', '161', '37', '144']"
O14_B003132,1,"['530', '653', '867', '665', '606', '583', '568', '653', '761']",1,"['529', '653', '867', '665', '606', '583', '568', '653', '763']"
O14_B003191,1,"['183', '148', '360', '367', '302', '266', '255', '429', '429']",1,"['185', '148', '360', '367', '302', '266', '255', '429', '429']"
O14_B003518,1,"['6', '10', '10', '15', '22', '24']",1,"['6', '10', '10', '15', '22', '24']"
O14_B003527,1,"['1087', '1242', '1242', '1236', '1275', '1231', '1041', '136', '92']",1,"['1085', '1183', '1183', '1177', '1274', '1231', '1047', '93']"
O14_B003529,1,"['26', '26', '26', '15', '487', '597', '517', '620']",1,"['26', '26', '26', '15', '487', '597', '517', '596']"
O14_B003588,1,"['912', '912', '1042', '772']",1,"['1049', '771']"
O14_B003775,1,"['124', '194', '243', '165']",1,"['124', '194', '243', '165']"
O14_B003894,1,"['122', '245']",1,"['123', '245']"
O14_B003930,1,"['335', '373', '429', '462', '558', '688', '841', '494', '547', '538', '47']",1,"['335', '373', '429', '462', '558', '688', '841', '494', '547', '538', '47']"
O15_B001007,1,"['27', '27', '27', '27', '27', '25', '30', '30', '30', '30', '30', '52']",1,"['27', '27', '27', '27', '27', '25', '30', '30', '30', '30', '30', '52']"
O15_B001010,1,"['172', '42']",1,"['172', '42']"
O15_B002073,1,['5'],1,['5']
O15_B002074,1,"['197', '433']",1,"['197', '418']"
O15_B002077,1,251,1,251
O15_B003080,1,"['596', '3', '3', '3194', '100', '83', '83', '72', '3656', '3529', '3243', '3243', '3243', '3242', '3242']",1,"['607', '3133', '3654', '3394', '3114', '3114', '3114', '3114', '3114']"
O15_B003103,1,"['358', '727', '692', '809', '809', '809', '809', '809', '809', '809', '671', '602', '555', '376']",1,"['358', '727', '692', '809', '809', '809', '809', '809', '809', '809', '671', '602', '555', '376']"
O15_B003112,1,"['192', '695', '743']",1,"['195', '695', '742']"
O15_B003187,1,"['72', '192', '158', '159', '223', '254', '290']",1,"['72', '192', '158', '162', '226', '254', '290']"
O15_B003191,1,"['484', '488', '521', '610', '671', '671', '684', '385']",1,"['225', '1', '477', '465', '498', '610', '671', '671', '683', '385']"
O15_B003518,1,"['455', '532', '562', '459', '650']",1,"['426', '532', '554', '459', '649']"
O15_B003527,1,"['1024', '1168', '1073', '1169']",1,"['1025', '1168', '1071', '1168']"
O15_B003588,1,"['42', '72', '96', '84']",1,"['26', '72', '96', '84']"
O15_B003775,1,"['1158', '1258', '1375', '1480', '1480', '902', '1278']",1,"['1108', '1209', '1375', '1383', '1383', '902', '1060', '1282']"
O15_B003894,1,61,1,61
O16_1001000407,1,"['140', '250', '234']",1,"['209', '2', '510', '394', '393']"
O16_1001000412,1,"['391', '417', '389', '344', '368']",1,"['1', '766', '847', '721', '692', '676']"
O16_B000420,1,"['1241', '1320', '1617']",1,"['1243', '1323', '1390']"
O16_B001010,1,"['97', '119', '199', '242']",1,"['97', '119', '199', '242']"
